"src","alt_example","pages_using_count","first_seen_url"
"https://s.w.org/images/core/emoji/17.0.2/svg/26a0.svg","⚠️","1","https://shutter-envy.co.uk/are-shutters-better-than-curtains-for-privacy/"
"https://s.w.org/images/core/emoji/17.0.2/svg/2705.svg","✅","1","https://shutter-envy.co.uk/are-shutters-better-than-curtains-for-privacy/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/08/02-shutter-envy-logos.svg","Shutter Envy","118","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/08/08-shutter-envy-logos.svg","","118","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/08/Portchester-Certified-Partner-1024x1024.png","Portchester Certified Partner","118","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/08/Shutter-Envy-Ltd-Blind-Shutter-Specialists-of-The-Year-7.png","Shutter Envy Ltd Blind Shutter Specialists of The Year 7","1","https://shutter-envy.co.uk/window-blinds-vs-shutters-which-is-right-for-your-home/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_66b4934a13ae407ab87237b910d34d42mv2.jpg","e0fee7 66b4934a13ae407ab87237b910d34d42mv2","1","https://shutter-envy.co.uk/are-window-shutters-still-on-trend/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/08/shutter-envy-horizontal.png","Shutter Envy","118","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/2024-winner-logo-horizontal-1024x262.png","2024 winner logo horizontal","1","https://shutter-envy.co.uk/why-made-to-measure-shutters-make-all-the-difference/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/273276146_304646871725928_6173505723800610636_n-1024x768.jpg","273276146 304646871725928 6173505723800610636 n","1","https://shutter-envy.co.uk/choosing-the-perfect-style-full-height-vs-tier-on-tier-shutters/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/331372752_1196112567959258_1291423757347823463_n-300x225.jpg","331372752_1196112567959258_1291423757347823463_n","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/336b6a21-40c3-419f-a84e-639e8c608ea6-300x225.jpg","336b6a21-40c3-419f-a84e-639e8c608ea6","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/37a8cba1-a644-4b43-b796-153b5759166a-300x225.jpg","37a8cba1-a644-4b43-b796-153b5759166a","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/40948064-e34a-4816-b8c7-aae5ef6f4759-1024x768.jpg","40948064 e34a 4816 b8c7 aae5ef6f4759","1","https://shutter-envy.co.uk/diy-vs-professional-shutter-installation-whats-right-for-you/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/40948064-e34a-4816-b8c7-aae5ef6f4759-300x225.jpg","40948064-e34a-4816-b8c7-aae5ef6f4759","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/431555826_2629833587193609_4928996973115882659_n-300x169.jpg","431555826_2629833587193609_4928996973115882659_n","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/51034b6f-b621-4803-ac3c-c82be1119720-300x225.jpg","51034b6f-b621-4803-ac3c-c82be1119720","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/5bc529c6-242f-4aab-8112-67d895fc7c43-1024x768.jpg","5bc529c6 242f 4aab 8112 67d895fc7c43","1","https://shutter-envy.co.uk/what-are-cafe-style-shutters-and-what-is-the-point-of-them/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/5bc529c6-242f-4aab-8112-67d895fc7c43.jpg","5bc529c6 242f 4aab 8112 67d895fc7c43","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/67934f49-5875-48a1-bc94-fb57b97aa673-300x225.jpg","67934f49-5875-48a1-bc94-fb57b97aa673","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/7649e647-7b1a-4e29-85a7-bc5e389a211f-300x225.jpg","7649e647-7b1a-4e29-85a7-bc5e389a211f","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/76d00e42-5af1-48e9-8a18-3e1d576a93dc-300x225.jpg","76d00e42-5af1-48e9-8a18-3e1d576a93dc","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/80d1ccec-58e1-468a-a8e9-9d02d4bee351-300x225.jpg","80d1ccec-58e1-468a-a8e9-9d02d4bee351","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/81b434a3-176c-46c1-845b-e3efc04fc22e-300x225.jpg","81b434a3-176c-46c1-845b-e3efc04fc22e","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/9e918f31-4bc2-4b4e-9775-72b25368c1c7-1-300x225.jpg","9e918f31-4bc2-4b4e-9775-72b25368c1c7 (1)","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Chris-Sanders-853x1024.jpg","Chris Sanders","2","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Front_Street_in_Birstall_Leicestershire_-_geograph.org_.uk_-_5973746.jpg","","1","https://shutter-envy.co.uk/locations/shutters-birstall/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Groby_Lane_heading_towards_Groby_-_geograph.org_.uk_-_3038271.jpg","","1","https://shutter-envy.co.uk/locations/shutters-groby/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Laura-Sanders-853x1024.jpg","Laura Sanders","2","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Leicester_Clock_Tower_wide_view.jpg","","1","https://shutter-envy.co.uk/locations/shutters-in-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Loughborough_Carillon_-_geograph.org_.uk_-_3930.jpg","","1","https://shutter-envy.co.uk/locations/shutters-in-loughborough/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Mark-Sanders-853x1024.jpg","Mark Sanders","2","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Mirande-Glitter-Gold-v2-1024x768.jpg","","1","https://shutter-envy.co.uk/the-benefits-of-motorised-blinds-convenience-style-and-smart-home-integration/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Mirande-Glitter-Gold-v2-768x576.jpg","","1","https://shutter-envy.co.uk/news/page/4/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Old_John_Bradgate_Park_-_geograph.org_.uk_-_4653731.jpg","","1","https://shutter-envy.co.uk/locations/shutters-in-charnwood/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/P1050628-768x576.jpg","","1","https://shutter-envy.co.uk/news/page/4/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/P1050628.jpg","P1050628","2","https://shutter-envy.co.uk/dont-get-shutter-struck-your-essential-guide-to-buying-shutters/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Quorn_Village_Centre_-_geograph.org_.uk_-_516906.jpg","","1","https://shutter-envy.co.uk/locations/shutters-in-quorn/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/River_Soar_at_Barrow_upon_Soar_Leicestershire_-_geograph.org_.uk_-_5984387.jpg","","1","https://shutter-envy.co.uk/locations/shutters-in-barrow-upon-soar/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Rothley_parish_church_2006-04-04_006web.jpg","","1","https://shutter-envy.co.uk/locations/shutters-in-rothley/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/Sileby_High_Street_-_geograph.org_.uk_-_860407.jpg","","1","https://shutter-envy.co.uk/locations/shutters-sileby/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/The_Midland_Railway_Syston_-_geograph.org_.uk_-_5310098.jpg","","1","https://shutter-envy.co.uk/locations/shutters-in-syston/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/dotwall-Web-Design2024-09-02-at-20.46.30-1024x775.jpg","dotwall Web Design2024 09 02 at 20.46.30","3","https://shutter-envy.co.uk/about/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/dotwall-Web-Design2024-09-02-at-20.46.30-300x227.jpg","Picture of Mark Sanders","1","https://shutter-envy.co.uk/diy-vs-professional-shutter-installation-whats-right-for-you/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/dotwall-Web-Design2024-09-02-at-20.46.30.jpg","dotwall Web Design2024 09 02 at 20.46.30","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/e68babe4-22ca-4d1d-af57-b6800022f54f-1024x768.jpg","e68babe4 22ca 4d1d af57 b6800022f54f","1","https://shutter-envy.co.uk/can-your-shutters-survive-the-bathroom/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/icon.png","icon","3","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/09/mobile-lgoo-SE.svg","Shutter Envy","118","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/10/106shots_so-768x768.jpeg","","1","https://shutter-envy.co.uk/news/page/4/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/10/106shots_so.jpeg","106shots so","2","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/10/7649e647-7b1a-4e29-85a7-bc5e389a211f-Large-1024x768.jpeg","7649e647 7b1a 4e29 85a7 bc5e389a211f Large","1","https://shutter-envy.co.uk/choosing-the-perfect-style-full-height-vs-tier-on-tier-shutters/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/10/80d1ccec-58e1-468a-a8e9-9d02d4bee351-1024x768.jpg","","1","https://shutter-envy.co.uk/diy-vs-professional-shutter-installation-whats-right-for-you/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/10/80d1ccec-58e1-468a-a8e9-9d02d4bee351-768x576.jpg","","1","https://shutter-envy.co.uk/news/page/4/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/10/dotwall-Web-Design2024-10-07-at-14.08.01.jpeg","dotwall Web Design2024 10 07 at 14.08.01","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/11/shutter-envy.jpg","shutter envy","1","https://shutter-envy.co.uk/"
"https://shutter-envy.co.uk/wp-content/uploads/2024/12/MeltonMowbrayTown-3.jpg","","1","https://shutter-envy.co.uk/locations/shutters-melton-mowbray/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/Award-2-300x300.jpg","Award 2","1","https://shutter-envy.co.uk/shutter-envy-wins-prestigious-award-of-excellence-2025/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/Award-2.jpg","","2","https://shutter-envy.co.uk/shutter-envy-wins-prestigious-award-of-excellence-2025/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/Cafe-Style-Shutters-scaled-1-1024x768.jpg","Cafe Style Shutters scaled 1","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/Full-Height-scaled-1-1024x677.jpg","Full Height scaled 1","2","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/Portchester-Bedroom-Security-Shutters-1024x961-1-768x721.jpg","","1","https://shutter-envy.co.uk/news/page/4/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/Portchester-Bedroom-Security-Shutters-1024x961-1.jpg","","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-the-ultimate-security-style-solution-for-your-home/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/S-CRAFT-Aluminium-Shutters-Kitchen-2-Satin-White-1024x683.jpg","S CRAFT Aluminium Shutters Kitchen 2 Satin White","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-the-ultimate-security-style-solution-for-your-home/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/S-CRAFT-Aluminium-Shutters-Living-Room-2-Satin-White-1024x670.jpg","S CRAFT Aluminium Shutters Living Room 2 Satin White","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-the-ultimate-security-style-solution-for-your-home/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/SCraft-Shutter-Styles_0000_Full-Height-1.png","SCraft Shutter Styles 0000 Full Height 1","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/SCraft-Shutter-Styles_0001_Cafe-Style-1.png","SCraft Shutter Styles 0001 Cafe Style 1","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/SCraft-Shutter-Styles_0002_Tier-On-Tier-1.png","SCraft Shutter Styles 0002 Tier On Tier 1","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/SCraft-Shutter-Styles_0004_Bay-Windows-1.png","SCraft Shutter Styles 0004 Bay Windows 1","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/SCraft-Shutter-Styles_0011_Solidl-1.png","SCraft Shutter Styles 0011 Solidl 1","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/Tier-on-Tier-1024x715.jpg","Tier on Tier","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/bay-window-shutters-for-your-home-1024x525.jpg","bay window shutters for your home","2","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/dotwall-Web-Design2025-02-19-at-11.11.56.png","dotwall Web Design2025 02 19 at 11.11.56","2","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/02/solid-shutters-1024x768.jpg","solid shutters","1","https://shutter-envy.co.uk/portchester-aluminium-shutters-leicester/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/644shots_so-768x576.jpeg","","1","https://shutter-envy.co.uk/news/page/3/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/644shots_so.jpeg","644shots so","1","https://shutter-envy.co.uk/transform-your-home-with-shutter-envy-real-reviews-real-results/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/Freehomepage232-18-1-1024x1024.jpg","Freehomepage232 18 1","1","https://shutter-envy.co.uk/window-blinds-vs-shutters-which-is-right-for-your-home/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/Freehomepage232-18-1024x1024.jpg","","1","https://shutter-envy.co.uk/window-blinds-vs-shutters-which-is-right-for-your-home/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/Freehomepage232-18-768x768.jpg","","1","https://shutter-envy.co.uk/news/page/3/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/PXL_20250303_165325777.RAW-01.COVER-Large-1024x771.jpeg","PXL 20250303 165325777.RAW 01.COVER Large","1","https://shutter-envy.co.uk/why-loughborough-homeowners-love-our-bespoke-shutters/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/Why-Made-to-Measure-Shutters-Make-All-the-Difference-1024x1024.jpeg","","1","https://shutter-envy.co.uk/why-made-to-measure-shutters-make-all-the-difference/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/Why-Made-to-Measure-Shutters-Make-All-the-Difference-768x768.jpeg","","1","https://shutter-envy.co.uk/news/page/3/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/brush-silver.png","brush silver","1","https://shutter-envy.co.uk/window-blinds-vs-shutters-which-is-right-for-your-home/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/dotwall-Web-Design2025-03-10-at-14.16.37-1024x612.jpeg","dotwall Web Design2025 03 10 at 14.16.37","2","https://shutter-envy.co.uk/window-blinds-vs-shutters-which-is-right-for-your-home/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/dotwall-Web-Design2025-03-10-at-14.16.37-1024x612.png","","1","https://shutter-envy.co.uk/from-mdf-to-hardwood-choosing-the-right-shutter-material/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/dotwall-Web-Design2025-03-10-at-14.16.37-768x459.png","","1","https://shutter-envy.co.uk/news/page/3/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/dotwall-Web-Design2025-03-10-at-14.16.37.jpeg","dotwall Web Design2025 03 10 at 14.16.37","1","https://shutter-envy.co.uk/why-loughborough-homeowners-love-our-bespoke-shutters/"
"https://shutter-envy.co.uk/wp-content/uploads/2025/03/dotwall-Web-Design2025-03-10-at-14.19.49-Large-1024x645.jpeg","","1","https://shutter-envy.co.uk/why-loughborough-homeowners-love-our-bespoke-shutters/"
